Target.node	Source.node	Relationship	layer
P25445	P25490	inhibits>	tf-deg
P42575	P04637	stimulates>	tf-deg
Q92908	Q9Y5J3	inhibits>	tf-deg
Q03112	Q06945	stimulates>	tf-deg
Q02817	P18846	stimulates>	tf-deg
Q02817	P16220	stimulates>	tf-deg
Q02817	P05412	inhibits>	tf-deg
P0DJI8	Q04206	stimulates>	tf-deg
P0DJI8	P40763	stimulates>	tf-deg
Q02817	COMPLEX:P05412	inhibits>	tf-deg
Q02817	COMPLEX:P17275	inhibits>	tf-deg
Q02817	COMPLEX:P17535	inhibits>	tf-deg
P17252	P28698	stimulates>	tf-deg
P17252	P19419	stimulates>	tf-deg
P30279	P16220	inhibits>	tf-deg
Q9Y6Q9	Q02556	stimulates>	tf-deg
P19957	Q16236	stimulates>	tf-deg
P42575	Q12772	stimulates>	tf-deg
P01009	Q99612	inhibits>	tf-deg
P47989	P17676	stimulates>	tf-deg
O15392	O14503	stimulates>	tf-deg
Q06141	COMPLEX:P05412	stimulates>	tf-deg
Q06141	COMPLEX:P17275	stimulates>	tf-deg
Q06141	COMPLEX:P17535	stimulates>	tf-deg
Q16665	P38398	inhibits>	tf-deg
O15392	Q13887	stimulates>	tf-deg
P09341	Q04206	stimulates>	tf-deg
P80188	Q9BYH8	stimulates>	tf-deg
P01033	Q9UMQ3	stimulates>	tf-deg
P16070	P42229	stimulates>	tf-deg
O43251	Q9Y5J3	stimulates>	tf-deg
P01903	P16220	stimulates>	tf-deg
P16949	P40763	stimulates>	tf-deg
O15392	Q16665	stimulates>	tf-deg
O15392	O95238	inhibits>	tf-deg
P01033	P40763	stimulates>	tf-deg
P08047	P15923	stimulates>	tf-deg
Q16665	P27540	stimulates>	tf-deg
Q01196	Q13761	inhibits>	tf-deg
P50148	P18146	stimulates>	tf-deg
P61626	Q01196	stimulates>	tf-deg
P01033	P15336	stimulates>	tf-deg
P01033	Q04206	inhibits>	tf-deg
O15392	Q08050	inhibits>	tf-deg
Q99102	P20823	stimulates>	tf-deg
P30279	P41235	stimulates>	tf-deg
P15056	Q99732	stimulates>	tf-deg
O14965	P20226	stimulates>	tf-deg
P14635	P20226	stimulates>	tf-deg
O14965	P23511	stimulates>	tf-deg
O15392	P08047	stimulates>	tf-deg
P15941	P42224	stimulates>	tf-deg
P15941	P40763	stimulates>	tf-deg
P35226	P01106	stimulates>	tf-deg
P18510	O00482	stimulates>	tf-deg
O15392	P01106	stimulates>	tf-deg
P16070	Q16665	stimulates>	tf-deg
P08047	P05412	inhibits>	tf-deg
Q9H422	P05412	stimulates>	tf-deg
Q01196	Q15797	stimulates>	tf-deg
P14635	P10242	stimulates>	tf-deg
P14635	Q08945	stimulates>	tf-deg
P29323	P41235	stimulates>	tf-deg
P17252	Q14653	stimulates>	tf-deg
P15941	P04637	stimulates>	tf-deg
P29323	Q9NYF8	stimulates>	tf-deg
P29323	COMPLEX:Q04206	stimulates>	tf-deg
P29323	COMPLEX:P19838	stimulates>	tf-deg
P29323	COMPLEX:Q01201	stimulates>	tf-deg
P29323	COMPLEX:Q00653	stimulates>	tf-deg
P29323	COMPLEX:Q04864	stimulates>	tf-deg
O15392	Q02447	stimulates>	tf-deg
Q16665	Q9Y2N7	inhibits>	tf-deg
P19875	Q15797	stimulates>	tf-deg
P30279	Q12857	stimulates>	tf-deg
P80188	P17676	stimulates>	tf-deg
P30305	COMPLEX:Q04206	stimulates>	tf-deg
P30305	COMPLEX:P19838	stimulates>	tf-deg
P30305	COMPLEX:Q01201	stimulates>	tf-deg
P30305	COMPLEX:Q00653	stimulates>	tf-deg
P30305	COMPLEX:Q04864	stimulates>	tf-deg
P04083	P49715	stimulates>	tf-deg
P04083	Q01196	stimulates>	tf-deg
P01920	COMPLEX:P05412	stimulates>	tf-deg
P01920	COMPLEX:P17275	stimulates>	tf-deg
P01920	COMPLEX:P17535	stimulates>	tf-deg
Q99102	P42224	stimulates>	tf-deg
P01009	Q08050	stimulates>	tf-deg
Q9HC84	P08047	stimulates>	tf-deg
P12757	P16220	stimulates>	tf-deg
P12757	P08047	stimulates>	tf-deg
P16070	Q01196	stimulates>	tf-deg
P29323	Q02447	stimulates>	tf-deg
Q13131	O43524	stimulates>	tf-deg
Q16665	P16220	stimulates>	tf-deg
Q8TAS1	Q06546	inhibits>	tf-deg
P04083	P04150	stimulates>	tf-deg
P30279	O43474	stimulates>	tf-deg
P25445	Q02556	stimulates>	tf-deg
Q16665	P19838	stimulates>	tf-deg
Q16665	Q04206	stimulates>	tf-deg
P61626	P78545	stimulates>	tf-deg
P61626	Q9NZC4	stimulates>	tf-deg
P14555	P41182	stimulates>	tf-deg
P14555	Q03181	stimulates>	tf-deg
Q16881	O14867	stimulates>	tf-deg
Q16881	Q16236	stimulates>	tf-deg
P25445	P26358	stimulates>	tf-deg
O15392	P18146	inhibits>	tf-deg
P19957	P17676	stimulates>	tf-deg
Q8ND76	P01106	stimulates>	tf-deg
P00374	P39880	stimulates>	tf-deg
P00374	Q13948	stimulates>	tf-deg
Q96KP6	COMPLEX:Q04206	stimulates>	tf-deg
Q96KP6	COMPLEX:P19838	stimulates>	tf-deg
Q96KP6	COMPLEX:Q01201	stimulates>	tf-deg
Q96KP6	COMPLEX:Q00653	stimulates>	tf-deg
Q96KP6	COMPLEX:Q04864	stimulates>	tf-deg
Q9HC84	COMPLEX:Q04206	stimulates>	tf-deg
Q9HC84	COMPLEX:P19838	stimulates>	tf-deg
Q9HC84	COMPLEX:Q01201	stimulates>	tf-deg
Q9HC84	COMPLEX:Q00653	stimulates>	tf-deg
Q9HC84	COMPLEX:Q04864	stimulates>	tf-deg
P15941	P26358	stimulates>	tf-deg
Q01628	P28347	stimulates>	tf-deg
P15056	Q03060	stimulates>	tf-deg
Q9NVH2	P10242	inhibits>	tf-deg
Q9NVH2	P10244	inhibits>	tf-deg
Q9NVH2	P04637	inhibits>	tf-deg
Q9H5J4	P36956	stimulates>	tf-deg
Q9UIL8	Q04864	stimulates>	tf-deg
Q16665	O43524	inhibits>	tf-deg
Q02817	P55317	stimulates>	tf-deg
O14965	P41134	stimulates>	tf-deg
P08047	O95365	inhibits>	tf-deg
Q16665	COMPLEX:Q04206	stimulates>	tf-deg
Q16665	COMPLEX:P19838	stimulates>	tf-deg
Q16665	COMPLEX:Q01201	stimulates>	tf-deg
Q16665	COMPLEX:Q00653	stimulates>	tf-deg
Q16665	COMPLEX:Q04864	stimulates>	tf-deg
P35226	Q08050	stimulates>	tf-deg
P19875	COMPLEX:P05412	stimulates>	tf-deg
P19875	COMPLEX:P17275	stimulates>	tf-deg
P19875	COMPLEX:P17535	stimulates>	tf-deg
Q99081	Q01196	stimulates>	tf-deg
Q99081	Q9Y2D9	stimulates>	tf-deg
Q99081	O75081	inhibits>	tf-deg
P08047	COMPLEX:P05412	stimulates>	tf-deg
P08047	COMPLEX:P17275	stimulates>	tf-deg
P08047	COMPLEX:P17535	stimulates>	tf-deg
Q01196	Q9Y468	inhibits>	tf-deg
Q02817	Q13485	stimulates>	tf-deg
O15392	Q16254	inhibits>	tf-deg
Q16665	P18146	stimulates>	tf-deg
P04083	P04637	stimulates>	tf-deg
O95997	P14859	stimulates>	tf-deg
O14965	Q16665	stimulates>	tf-deg
Q99102	P40763	stimulates>	tf-deg
O14965	P42229	stimulates>	tf-deg
P35226	Q9UGL1	stimulates>	tf-deg
P25815	P16220	stimulates>	tf-deg
P11912	P18146	stimulates>	tf-deg
P11912	Q02363	stimulates>	tf-deg
O15392	Q01196	stimulates>	tf-deg
P15924	Q01826	stimulates>	tf-deg
Q03112	Q92908	stimulates>	tf-deg
Q03112	Q06413	stimulates>	tf-deg
P08047	P40763	stimulates>	tf-deg
P08047	COMPLEX:Q04206	stimulates>	tf-deg
P08047	COMPLEX:P19838	stimulates>	tf-deg
P08047	COMPLEX:Q01201	stimulates>	tf-deg
P08047	COMPLEX:Q00653	stimulates>	tf-deg
P08047	COMPLEX:Q04864	stimulates>	tf-deg
P08047	Q14186	stimulates>	tf-deg
P08047	Q99697	stimulates>	tf-deg
P08047	P08651	inhibits>	tf-deg
O14965	O00716	stimulates>	tf-deg
Q9UEW8	COMPLEX:Q04206	stimulates>	tf-deg
Q9UEW8	COMPLEX:P19838	stimulates>	tf-deg
Q9UEW8	COMPLEX:Q01201	stimulates>	tf-deg
Q9UEW8	COMPLEX:Q00653	stimulates>	tf-deg
Q9UEW8	COMPLEX:Q04864	stimulates>	tf-deg
P36897	P14921	stimulates>	tf-deg
P06702	Q9H4Z2	stimulates>	tf-deg
O15392	Q92664	stimulates>	tf-deg
P08047	Q02086	stimulates>	tf-deg
P61626	P25490	stimulates>	tf-deg
P16070	Q04206	stimulates>	tf-deg
Q02817	Q04206	stimulates>	tf-deg
Q16665	Q9H2X6	inhibits>	tf-deg
P25815	P18848	stimulates>	tf-deg
O14965	Q01844	stimulates>	tf-deg
Q13131	Q13133	stimulates>	tf-deg
P15941	Q16665	stimulates>	tf-deg
P35226	Q03164	stimulates>	tf-deg
O15392	O43524	inhibits>	tf-deg
P80188	P42229	stimulates>	tf-deg
Q16665	Q15561	stimulates>	tf-deg
O15392	P10244	stimulates>	tf-deg
P09341	P04637	stimulates>	tf-deg
P01903	P22670	stimulates>	tf-deg
P29323	Q15910	stimulates>	tf-deg
Q9Y6Q9	Q15788	stimulates>	tf-deg
Q9Y6Q9	Q15596	stimulates>	tf-deg
P35226	Q15910	stimulates>	tf-deg
O15392	O43474	inhibits>	tf-deg
P14735	P37231	stimulates>	tf-deg
Q13873	P40763	inhibits>	tf-deg
P29323	Q9BUP3	stimulates>	tf-deg
P08047	Q8TF68	stimulates>	tf-deg
P02786	P25490	stimulates>	tf-deg
Q969W9	Q9Y6Q9	stimulates>	tf-deg
O15392	Q12778	inhibits>	tf-deg
Q9BWD1	P41235	stimulates>	tf-deg
Q16665	Q9Y5W3	inhibits>	tf-deg
Q01196	O43524	stimulates>	tf-deg
P47928	P04637	stimulates>	tf-deg
P06702	P04637	stimulates>	tf-deg
Q13873	Q02447	stimulates>	tf-deg
A6H8Y1	P20226	stimulates>	tf-deg
P29323	Q04864	inhibits>	tf-deg
Q5XPI4	Q16236	stimulates>	tf-deg
Q86Z02	P10242	stimulates>	tf-deg
Q14247	P40763	stimulates>	tf-deg
P25445	P51858	stimulates>	tf-deg
P16070	P01106	stimulates>	tf-deg
P0DJI8	P17676	stimulates>	tf-deg
Q99102	P16220	stimulates>	tf-deg
Q99102	P19419	stimulates>	tf-deg
Q99102	P14921	stimulates>	tf-deg
P16949	P18146	stimulates>	tf-deg
O95997	Q14186	stimulates>	tf-deg
P14555	P17676	stimulates>	tf-deg
P14555	COMPLEX:Q04206	stimulates>	tf-deg
P14555	COMPLEX:P19838	stimulates>	tf-deg
P14555	COMPLEX:Q01201	stimulates>	tf-deg
P14555	COMPLEX:Q00653	stimulates>	tf-deg
P14555	COMPLEX:Q04864	stimulates>	tf-deg
Q03112	P25791	stimulates>	tf-deg
Q15262	P84022	stimulates>	tf-deg
Q15262	Q13485	stimulates>	tf-deg
O15392	P15923	stimulates>	tf-deg
Q6UX06	COMPLEX:Q04206	stimulates>	tf-deg
Q6UX06	COMPLEX:P19838	stimulates>	tf-deg
Q6UX06	COMPLEX:Q01201	stimulates>	tf-deg
Q6UX06	COMPLEX:Q00653	stimulates>	tf-deg
Q6UX06	COMPLEX:Q04864	stimulates>	tf-deg
Q6UX06	Q04206	stimulates>	tf-deg
O43251	COMPLEX:P05412	stimulates>	tf-deg
O43251	COMPLEX:P17275	stimulates>	tf-deg
O43251	COMPLEX:P17535	stimulates>	tf-deg
O43251	P01100	stimulates>	tf-deg
P19957	COMPLEX:P05412	stimulates>	tf-deg
P19957	COMPLEX:P17275	stimulates>	tf-deg
P19957	COMPLEX:P17535	stimulates>	tf-deg
P11912	P42224	stimulates>	tf-deg
O95997	Q99612	inhibits>	tf-deg
Q16665	P98177	inhibits>	tf-deg
Q9UBM1	P08047	inhibits>	tf-deg
P25815	P04150	stimulates>	tf-deg
Q9NP59	O14867	stimulates>	tf-deg
Q9NP59	Q16236	stimulates>	tf-deg
P01903	Q03164	stimulates>	tf-deg
P80188	P49716	stimulates>	tf-deg
P16070	P39880	stimulates>	tf-deg
P16070	Q13948	stimulates>	tf-deg
P16070	Q00653	stimulates>	tf-deg
P36897	O43474	stimulates>	tf-deg
P25445	Q00613	stimulates>	tf-deg
P19957	P05412	stimulates>	tf-deg
P08047	Q15361	stimulates>	tf-deg
Q9UIL8	COMPLEX:Q04206	stimulates>	tf-deg
Q9UIL8	COMPLEX:P19838	stimulates>	tf-deg
Q9UIL8	COMPLEX:Q01201	stimulates>	tf-deg
Q9UIL8	COMPLEX:Q00653	stimulates>	tf-deg
Q9UIL8	COMPLEX:Q04864	stimulates>	tf-deg
P08047	P19838	inhibits>	tf-deg
P30279	P05412	stimulates>	tf-deg
P46013	O75626	stimulates>	tf-deg
O43251	P01106	stimulates>	tf-deg
O43251	P05412	stimulates>	tf-deg
P02786	P01106	stimulates>	tf-deg
O15392	P22736	inhibits>	tf-deg
Q9NP59	Q14872	stimulates>	tf-deg
P19875	Q13330	stimulates>	tf-deg
Q13131	P17676	stimulates>	tf-deg
P35226	Q9NRM2	stimulates>	tf-deg
P30279	P10244	stimulates>	tf-deg
P30305	P10244	stimulates>	tf-deg
Q969W9	Q9NQB0	stimulates>	tf-deg
Q9HC84	Q04206	stimulates>	tf-deg
Q13426	P01106	stimulates>	tf-deg
P46013	P08047	stimulates>	tf-deg
Q9NZD2	P08047	stimulates>	tf-deg
Q9NZD2	Q02447	stimulates>	tf-deg
P30279	Q9BRR0	stimulates>	tf-deg
Q03060	P08047	stimulates>	tf-deg
P16070	P11473	stimulates>	tf-deg
Q9HC84	Q15361	inhibits>	tf-deg
Q9HC84	Q92908	stimulates>	tf-deg
P01033	Q13761	stimulates>	tf-deg
P16070	P41134	stimulates>	tf-deg
Q92908	O15119	inhibits>	tf-deg
O60331	Q15910	inhibits>	tf-deg
P30305	P08047	stimulates>	tf-deg
P30305	P04637	inhibits>	tf-deg
Q06643	P25490	stimulates>	tf-deg
Q16665	Q03933	stimulates>	tf-deg
P19876	Q00613	stimulates>	tf-deg
Q9UIL8	P14859	stimulates>	tf-deg
P30279	P04637	stimulates>	tf-deg
P02786	P42229	stimulates>	tf-deg
O15392	Q00059	stimulates>	tf-deg
P19875	P01100	stimulates>	tf-deg
Q01628	O43474	inhibits>	tf-deg
O43704	P35398	stimulates>	tf-deg
Q13131	P22415	stimulates>	tf-deg
O15392	Q06330	stimulates>	tf-deg
P16949	P17676	stimulates>	tf-deg
Q13131	P40763	stimulates>	tf-deg
P00995	P20823	stimulates>	tf-deg
P78504	Q13761	inhibits>	tf-deg
P80188	P0DPQ6	stimulates>	tf-deg
P80188	P35638	stimulates>	tf-deg
P16070	Q92993	stimulates>	tf-deg
P35226	P67809	stimulates>	tf-deg
Q13131	Q9NS37	stimulates>	tf-deg
P46937	P04637	stimulates>	tf-deg
P50148	P04637	stimulates>	tf-deg
P25445	P08047	stimulates>	tf-deg
P30305	P25208	stimulates>	tf-deg
Q9UMX3	Q92664	stimulates>	tf-deg
Q9UMX3	P11831	stimulates>	tf-deg
Q9UBT6	Q00613	stimulates>	tf-deg
O95997	Q13118	inhibits>	tf-deg
P16070	Q9BQA5	stimulates>	tf-deg
Q06643	P49711	stimulates>	tf-deg
P16949	O95238	stimulates>	tf-deg
P08047	P37231	stimulates>	tf-deg
P06702	Q16665	stimulates>	tf-deg
P14635	Q9Y618	stimulates>	tf-deg
P18206	Q15910	stimulates>	tf-deg
P11912	P35398	stimulates>	tf-deg
P01903	Q15910	stimulates>	tf-deg
Q13131	P08047	stimulates>	tf-deg
P25445	P0DPQ6	stimulates>	tf-deg
P25445	P35638	stimulates>	tf-deg
P25445	Q00653	inhibits>	tf-deg
P12757	Q13485	inhibits>	tf-deg
Q02817	Q12968	stimulates>	tf-deg
Q13131	P17096	stimulates>	tf-deg
O14965	P51692	stimulates>	tf-deg
Q06643	P14921	stimulates>	tf-deg
Q06643	P19838	stimulates>	tf-deg
Q06643	Q04206	stimulates>	tf-deg
O95340	Q9Y5Q3	stimulates>	tf-deg
P84103	P04637	stimulates>	tf-deg
P46940	Q16236	stimulates>	tf-deg
O94806	COMPLEX:Q04206	stimulates>	tf-deg
O94806	COMPLEX:P19838	stimulates>	tf-deg
O94806	COMPLEX:Q01201	stimulates>	tf-deg
O94806	COMPLEX:Q00653	stimulates>	tf-deg
O94806	COMPLEX:Q04864	stimulates>	tf-deg
O94806	Q04206	stimulates>	tf-deg
O15392	Q15233	stimulates>	tf-deg
P14735	P20226	stimulates>	tf-deg
P46013	P10914	inhibits>	tf-deg
O14965	P04637	inhibits>	tf-deg
P16949	Q14186	stimulates>	tf-deg
P16070	Q16236	stimulates>	tf-deg
P06702	P40763	stimulates>	tf-deg
P19875	P40763	stimulates>	tf-deg
Q13131	O00482	stimulates>	tf-deg
Q9BYZ8	Q99626	stimulates>	tf-deg
Q01196	P04637	stimulates>	tf-deg
Q16881	P26358	stimulates>	tf-deg
P16070	Q02078	stimulates>	tf-deg
P06702	Q16236	stimulates>	tf-deg
Q9UPT9	P08047	stimulates>	tf-deg
Q02817	P49711	inhibits>	tf-deg
Q99102	P41235	stimulates>	tf-deg
P48163	P04637	inhibits>	tf-deg
O95340	P53567	stimulates>	tf-deg
Q16665	Q92786	inhibits>	tf-deg
O95997	P40763	stimulates>	tf-deg
Q13131	COMPLEX:Q04206	stimulates>	tf-deg
Q13131	COMPLEX:P19838	stimulates>	tf-deg
Q13131	COMPLEX:Q01201	stimulates>	tf-deg
Q13131	COMPLEX:Q00653	stimulates>	tf-deg
Q13131	COMPLEX:Q04864	stimulates>	tf-deg
P35226	P18146	stimulates>	tf-deg
P07195	P11474	stimulates>	tf-deg
P46937	P16220	stimulates>	tf-deg
P35226	P08047	stimulates>	tf-deg
P14555	P10828	stimulates>	tf-deg
Q9Y6Q9	P08047	stimulates>	tf-deg
Q99102	P25490	inhibits>	tf-deg
Q13131	Q16236	stimulates>	tf-deg
O15392	P19838	stimulates>	tf-deg
P36551	Q16236	stimulates>	tf-deg
P09341	P18146	stimulates>	tf-deg
Q9Y6J0	P05412	stimulates>	tf-deg
Q9Y6J0	COMPLEX:P05412	stimulates>	tf-deg
Q9Y6J0	COMPLEX:P17275	stimulates>	tf-deg
Q9Y6J0	COMPLEX:P17535	stimulates>	tf-deg
P36551	Q02446	stimulates>	tf-deg
P80188	P42224	stimulates>	tf-deg
P16070	P14921	stimulates>	tf-deg
Q9BY43	P52747	stimulates>	tf-deg
P84103	P35869	stimulates>	tf-deg
P36551	P08047	stimulates>	tf-deg
P36551	Q02447	stimulates>	tf-deg
P19957	Q16665	stimulates>	tf-deg
P16070	Q14469	stimulates>	tf-deg
P30279	P40763	stimulates>	tf-deg
Q01196	P49711	inhibits>	tf-deg
P46937	P15923	inhibits>	tf-deg
P0DJI9	Q9Y2D1	stimulates>	tf-deg
P0DJI8	Q9Y2D1	stimulates>	tf-deg
P80188	Q04206	stimulates>	tf-deg
P05451	Q13887	stimulates>	tf-deg
P09341	P18847	inhibits>	tf-deg
Q16665	Q16236	stimulates>	tf-deg
O15392	P25490	inhibits>	tf-deg
P14555	P26358	stimulates>	tf-deg
P16070	Q9Y2K7	stimulates>	tf-deg
P08047	P53567	stimulates>	tf-deg
O15392	Q13761	inhibits>	tf-deg
P35226	Q9UBB5	stimulates>	tf-deg
P06702	Q13133	stimulates>	tf-deg
P15941	Q86T24	stimulates>	tf-deg
O43251	P17861	stimulates>	tf-deg
P01920	P10827	stimulates>	tf-deg
P11912	P01106	stimulates>	tf-deg
P01903	P52926	stimulates>	tf-deg
P01903	P09086	stimulates>	tf-deg
P48163	P08047	stimulates>	tf-deg
P31323	P01106	stimulates>	tf-deg
P01903	Q12986	inhibits>	tf-deg
P0DJI8	P25490	inhibits>	tf-deg
P0DJI8	P49716	stimulates>	tf-deg
P16949	P15923	stimulates>	tf-deg
P09341	P19838	stimulates>	tf-deg
P61626	Q04864	stimulates>	tf-deg
P61626	Q04206	stimulates>	tf-deg
P61626	Q08945	stimulates>	tf-deg
P20851	Q08050	stimulates>	tf-deg
P20851	Q12857	stimulates>	tf-deg
P20851	P08651	stimulates>	tf-deg
P02786	Q9Y5Q3	inhibits>	tf-deg
P11912	P32519	stimulates>	tf-deg
P11912	Q15723	stimulates>	tf-deg
P18510	P42226	stimulates>	tf-deg
P14635	P61244	inhibits>	tf-deg
P01920	P08047	stimulates>	tf-deg
P15924	Q99081	stimulates>	tf-deg
P78381	P20823	stimulates>	tf-deg
P18510	P53567	stimulates>	tf-deg
P11912	Q99607	stimulates>	tf-deg
P11912	Q00577	stimulates>	tf-deg
P80188	Q12857	stimulates>	tf-deg
P30279	P53567	stimulates>	tf-deg
P30279	P43268	stimulates>	tf-deg
P01920	P67809	stimulates>	tf-deg
P34810	P05412	stimulates>	tf-deg
P47989	P53567	stimulates>	tf-deg
P0DJI9	Q00653	stimulates>	tf-deg
P0DJI9	Q04864	stimulates>	tf-deg
P52655	P21675	stimulates>	tf-deg
P78381	P17676	stimulates>	tf-deg
P05451	P05412	stimulates>	tf-deg
P25445	Q02447	stimulates>	tf-deg
P12544	P04637	stimulates>	tf-deg
P06702	P53567	stimulates>	tf-deg
P06702	P10242	stimulates>	tf-deg
P06702	P49715	stimulates>	tf-deg
P50148	Q99697	stimulates>	tf-deg
P11912	Q7RTV0	stimulates>	tf-deg
P36551	Q02078	stimulates>	tf-deg
P01903	P17096	stimulates>	tf-deg
Q9BY43	Q9UL36	stimulates>	tf-deg
P11912	Q13761	stimulates>	tf-deg
P16070	O60675	stimulates>	tf-deg
P0DJI8	P08047	stimulates>	tf-deg
P06702	P17676	stimulates>	tf-deg
Q9NRD8	Q16254	stimulates>	tf-deg
Q49AR2	Q16254	stimulates>	tf-deg
Q9UJW0	O75461	stimulates>	tf-deg
P12544	P04150	stimulates>	tf-deg
P14635	P01106	stimulates>	tf-deg
P22455	P01106	stimulates>	tf-deg
P19875	P01106	stimulates>	tf-deg
P16949	P01106	stimulates>	tf-deg
Q06643	P01106	stimulates>	tf-deg
P15941	P01106	stimulates>	tf-deg
P19957	P01106	stimulates>	tf-deg
Q99081	P01106	stimulates>	tf-deg
Q9HC84	P01106	stimulates>	tf-deg
P01033	Q02447	stimulates>	tf-deg
Q8IVW1	P04637	stimulates>	tf-deg
Q9UNS2	O75469	stimulates>	tf-deg
Q9NP59	O75469	stimulates>	tf-deg
Q9HB19	O75469	stimulates>	tf-deg
P30279	P00519	stimulates>	tf-deg
P01033	Q9NR48	stimulates>	tf-deg
P25445	P15336	stimulates>	tf-deg
P14635	P38398	stimulates>	tf-deg
P09341	P38398	inhibits>	tf-deg
Q13257	P38398	stimulates>	tf-deg
Q01196	Q13951	stimulates>	tf-deg
P08047	Q99626	stimulates>	tf-deg
P0DJI8	P49715	stimulates>	tf-deg
P09341	P49716	stimulates>	tf-deg
P11912	Q14839	inhibits>	tf-deg
P04440	P33076	stimulates>	tf-deg
P01920	P33076	stimulates>	tf-deg
P01903	P33076	stimulates>	tf-deg
P01920	P16220	stimulates>	tf-deg
P16949	P16220	stimulates>	tf-deg
O15392	P35222	stimulates>	tf-deg
P16070	P35222	stimulates>	tf-deg
P30279	P18146	stimulates>	tf-deg
Q16763	P18146	stimulates>	tf-deg
Q03112	P19419	stimulates>	tf-deg
O15392	Q09472	inhibits>	tf-deg
Q13257	P41212	inhibits>	tf-deg
P25445	P01100	stimulates>	tf-deg
P01033	P15408	inhibits>	tf-deg
P08729	P55317	stimulates>	tf-deg
P30305	Q08050	stimulates>	tf-deg
Q9H165	Q9C009	stimulates>	tf-deg
O15392	Q13547	inhibits>	tf-deg
P30279	Q13547	inhibits>	tf-deg
P16070	Q13547	inhibits>	tf-deg
P01903	Q13547	inhibits>	tf-deg
P08047	Q13547	inhibits>	tf-deg
Q16665	Q8WUI4	inhibits>	tf-deg
P14635	P10914	inhibits>	tf-deg
Q03060	P05412	stimulates>	tf-deg
Q9NR30	P05412	stimulates>	tf-deg
P16949	Q13118	inhibits>	tf-deg
P14635	Q13887	stimulates>	tf-deg
Q16665	Q13887	stimulates>	tf-deg
O15392	Q9UJU2	stimulates>	tf-deg
Q16665	Q9UGP4	inhibits>	tf-deg
P30279	Q9Y5Q3	stimulates>	tf-deg
O14965	Q15648	stimulates>	tf-deg
Q06643	O94916	stimulates>	tf-deg
P14635	P19838	stimulates>	tf-deg
P30279	P19838	stimulates>	tf-deg
P05156	P19838	stimulates>	tf-deg
P19875	P19838	stimulates>	tf-deg
P80188	P19838	stimulates>	tf-deg
Q02817	P19838	stimulates>	tf-deg
Q9HC84	P19838	stimulates>	tf-deg
Q6UX06	P19838	stimulates>	tf-deg
P14555	P19838	stimulates>	tf-deg
P0DJI8	P19838	stimulates>	tf-deg
Q9UEW8	P19838	stimulates>	tf-deg
P01033	P19838	inhibits>	tf-deg
Q96KP6	P19838	stimulates>	tf-deg
P30279	Q00653	stimulates>	tf-deg
Q16665	Q00653	inhibits>	tf-deg
P30279	P23511	stimulates>	tf-deg
P25445	P23511	stimulates>	tf-deg
P30279	P25208	stimulates>	tf-deg
P25445	P25208	stimulates>	tf-deg
P30279	Q13952	stimulates>	tf-deg
P25445	Q13952	stimulates>	tf-deg
Q99102	P04150	stimulates>	tf-deg
Q9Y6J0	P08235	inhibits>	tf-deg
P80188	P08235	stimulates>	tf-deg
P15941	O75925	inhibits>	tf-deg
P15941	O75928	inhibits>	tf-deg
P15941	Q8N2W9	inhibits>	tf-deg
P50579	Q9UPG8	stimulates>	tf-deg
Q13257	P14859	stimulates>	tf-deg
Q16881	P14859	stimulates>	tf-deg
P01033	Q03181	stimulates>	tf-deg
P78504	P37231	stimulates>	tf-deg
P25445	Q00577	inhibits>	tf-deg
O15392	P06400	stimulates>	tf-deg
P00374	P06400	inhibits>	tf-deg
Q14209	P06400	inhibits>	tf-deg
O15392	Q04206	stimulates>	tf-deg
P14635	Q04206	stimulates>	tf-deg
P30279	Q04206	stimulates>	tf-deg
P05156	Q04206	stimulates>	tf-deg
P14555	Q04206	stimulates>	tf-deg
Q9UEW8	Q04206	stimulates>	tf-deg
Q96KP6	Q04206	stimulates>	tf-deg
P04440	P22670	stimulates>	tf-deg
P20036	O14593	stimulates>	tf-deg
P04440	O14593	stimulates>	tf-deg
P01920	O14593	stimulates>	tf-deg
P01903	O14593	stimulates>	tf-deg
P20036	O00287	stimulates>	tf-deg
P04440	O00287	stimulates>	tf-deg
P01920	O00287	stimulates>	tf-deg
P01903	O00287	stimulates>	tf-deg
P30279	Q01196	stimulates>	tf-deg
Q13257	Q01196	inhibits>	tf-deg
Q03112	Q01196	stimulates>	tf-deg
P42575	Q13761	stimulates>	tf-deg
P46013	Q01826	stimulates>	tf-deg
Q16665	Q96EB6	stimulates>	tf-deg
P36897	O15105	inhibits>	tf-deg
P16070	P51532	inhibits>	tf-deg
Q03112	P51532	stimulates>	tf-deg
P16070	Q12824	inhibits>	tf-deg
Q9Y5Z0	P08047	stimulates>	tf-deg
P17900	P08047	stimulates>	tf-deg
P47928	P08047	inhibits>	tf-deg
P19971	P08047	stimulates>	tf-deg
P47928	Q02447	inhibits>	tf-deg
Q99102	Q02447	stimulates>	tf-deg
P19971	Q02447	stimulates>	tf-deg
O15392	Q02446	stimulates>	tf-deg
Q02817	O95238	stimulates>	tf-deg
O60575	O95238	stimulates>	tf-deg
P25445	P36956	stimulates>	tf-deg
P25445	Q12772	stimulates>	tf-deg
Q16763	P11831	stimulates>	tf-deg
P01033	P42224	stimulates>	tf-deg
P25445	P40763	inhibits>	tf-deg
Q9HC84	P40763	stimulates>	tf-deg
